"","X.1","Exp","DistC","DistN","BarC","BarN","CalleC","CalleN","PC","DiaSN","DiaSn","DiaTipo","Ano","Mesn","MesN","Dia","Turno","Hora","Causa","Veh","Sexo","Edad","PersT","Sit","Vict","X","Y","Long","Lat"
"7204",7204,"2017S006647    ",9,"Sant Andreu",59,"el Bon Pastor",151957,"Guayaquil","0021 0021","Dilluns","Dl","Laboral",2017,7,"Juliol",31,"Tarda",17,"No és causa del  vianant","Turisme","Dona","37","Passatger","Desconegut","Ferit lleu: Rebutja assistència sanitària",433828.44,4588343.91,"2.20675","41.442092"
"7205",7205,"2017S006647    ",9,"Sant Andreu",59,"el Bon Pastor",151957,"Guayaquil","0021 0021","Dilluns","Dl","Laboral",2017,7,"Juliol",31,"Tarda",17,"No és causa del  vianant","Turisme","Dona","38","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",433828.44,4588343.91,"2.20675","41.442092"
"7206",7206,"2017S006648    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0054 0054","Dilluns","Dl","Laboral",2017,7,"Juliol",31,"Tarda",18,"No és causa del  vianant","Ciclomotor","Dona","39","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",430324.23,4582830.01,"2.165444","41.392141"
"7207",7207,"2017S006649    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0047 0047","Dilluns","Dl","Laboral",2017,7,"Juliol",31,"Tarda",19,"No és causa del  vianant","Motocicleta","Desconegut","39","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",430234.31,4582834.71,"2.164368","41.39217"
"7208",7208,"2017S006649    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0047 0047","Dilluns","Dl","Laboral",2017,7,"Juliol",31,"Tarda",19,"No és causa del  vianant","Motocicleta","Home","Desconegut","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",430234.31,4582834.71,"2.164368","41.39217"
"7209",7209,"2017S006650    ",3,"Sants-Montjuïc",16,"la Bordeta",160903,"Ildefons Cerdà","0007 0007","Dilluns","Dl","Laboral",2017,7,"Juliol",31,"Tarda",20,"No és causa del  vianant","Motocicleta","Home","36","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",427810.63,4579885.35,"2.135727","41.365395"
"7210",7210,"2017S006651    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",160007,"Església","0075 0075","Dilluns","Dl","Laboral",2017,7,"Juliol",31,"Tarda",20,"No és causa del  vianant","Motocicleta","Home","23","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",425267.88,4585871.14,"2.104586","41.419076"
"7211",7211,"2017S006651    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",160007,"Església","0075 0075","Dilluns","Dl","Laboral",2017,7,"Juliol",31,"Tarda",20,"No és causa del  vianant","Motocicleta","Home","23","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",425267.88,4585871.14,"2.104586","41.419076"
"7212",7212,"2017S006653    ",9,"Sant Andreu",57,"la Trinitat Vella",314100,"Santa Coloma","0123I0123I","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Nit",0,"No és causa del  vianant","Turisme","Home","30","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433285.08,4589234.41,"2.200152","41.450072"
"7213",7213,"2017S006654    ",10,"Sant Martí",70,"el Besòs i el Maresme",253800,"Perpinyà","0004 0004","Dilluns","Dl","Laboral",2017,7,"Juliol",31,"Nit",23,"No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Conductor","Altres","Ferit lleu: Rebutja assistència sanitària",434625.48,4585656.58,"2.216581","41.417956"
"7214",7214,"2017S006655    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",76807,"Sardenya","0463 0463","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Nit",0,"No és causa del  vianant","Motocicleta","Home","18","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",430364.1,4584705.48,"2.165707","41.409032"
"7215",7215,"2017S006655    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",76807,"Sardenya","0463 0463","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Nit",0,"No és causa del  vianant","Motocicleta","Home","19","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",430364.1,4584705.48,"2.165707","41.409032"
"7216",7216,"2017S006655    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",76807,"Sardenya","0463 0463","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Nit",0,"No és causa del  vianant","Turisme","Dona","29","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",430364.1,4584705.48,"2.165707","41.409032"
"7217",7217,"2017S006657    ",3,"Sants-Montjuïc",11,"el Poble-sec",195500,"Margarit","0058 0058","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Nit",4,"No és causa del  vianant","Motocicleta","Home","32","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430099.86,4580630.58,"2.163007","41.372307"
"7218",7218,"2017S006658    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)","000700000","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Matí",7,"No és causa del  vianant","Motocicleta","Home","44","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",434020.31,4583616.44,"2.209564","41.399533"
"7219",7219,"2017S006659    ",3,"Sants-Montjuïc",16,"la Bordeta",169409,"Corts Catalanes","0181X0181X","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Matí",10,"No és causa del  vianant","Motocicleta","Home","42","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",428120.1,4580175.98,"2.139399","41.368035"
"7220",7220,"2017S006660    ",3,"Sants-Montjuïc",18,"Sants",173905,"Jocs Florals","0001V0001V","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",14,"No és causa del  vianant","Ciclomotor","Dona","29","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",427711.84,4580989.58,"2.134412","41.375329"
"7221",7221,"2017S006661    ",6,"Gràcia",31,"la Vila de Gràcia",319705,"Sant Domènec","0013 0013","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",14,"No és causa del  vianant","Ciclomotor","Dona","40","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",429598.92,4583707.84,"2.156659","41.399977"
"7222",7222,"2017S006662    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",152508,"Guillem Tell","0026 0026","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",14,"No és causa del  vianant","Motocicleta","Desconegut","36","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",428925.21,4584000.55,"2.148575","41.402557"
"7223",7223,"2017S006663    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",14,"No és causa del  vianant","Taxi","Home","39","Passatger","Desconegut","Ferit lleu: Rebutja assistència sanitària",427212.84,4581439.4,"2.128391","41.379337"
"7224",7224,"2017S006663    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",14,"No és causa del  vianant","Turisme","Home","85","Conductor","Presentat","Ferit lleu: Rebutja assistència sanitària",427212.84,4581439.4,"2.128391","41.379337"
"7225",7225,"2017S006664    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",267000,"Príncep d'Astúries","0053 0053","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",15,"No és causa del  vianant","Motocicleta","Dona","25","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",429047.76,4584263.35,"2.150003","41.404936"
"7226",7226,"2017S006664    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",267000,"Príncep d'Astúries","0053 0053","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",15,"No és causa del  vianant","Motocicleta","Home","28","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",429047.76,4584263.35,"2.150003","41.404936"
"7227",7227,"2017S006665    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0489 0489","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",16,"No és causa del  vianant","Taxi","Home","37","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",429507.77,4581534.62,"2.155824","41.380398"
"7228",7228,"2017S006666    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes","0574 0574","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",18,"No és causa del  vianant","Motocicleta","Dona","27","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",430014.26,4581958.23,"2.161838","41.384261"
"7229",7229,"2017S006666    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes","0574 0574","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",18,"No és causa del  vianant","Motocicleta","Dona","32","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430014.26,4581958.23,"2.161838","41.384261"
"7230",7230,"2017S006667    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)","000670000","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",19,"No és causa del  vianant","Motocicleta","Home","32","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",434241.83,4583823.22,"2.212185","41.401415"
"7231",7231,"2017S006668    ",2,"Eixample",7,"la Dreta de l'Eixample",28305,"Ausiàs Marc","0001 0001","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",18,"No és causa del  vianant","Motocicleta","Home","42","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",431000.02,4582579.1,"2.173558","41.389939"
"7232",7232,"2017S006669    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0823","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",19,"No és causa del  vianant","Motocicleta","Dona","23","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",432229.7,4584197.87,"2.188076","41.404617"
"7233",7233,"2017S006670    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar","0091U0091U","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",20,"No és causa del  vianant","Turisme","Desconegut","23","Passatger","Desconegut","Ferit lleu: Rebutja assistència sanitària",433736.42,4584876.58,"2.206029","41.410858"
"7234",7234,"2017S006670    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar","0091U0091U","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",20,"No és causa del  vianant","Turisme","Dona","22","Conductor","Presentat","Ferit lleu: Rebutja assistència sanitària",433736.42,4584876.58,"2.206029","41.410858"
"7235",7235,"2017S006670    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar","0091U0091U","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",20,"No és causa del  vianant","Turisme","Dona","23","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",433736.42,4584876.58,"2.206029","41.410858"
"7236",7236,"2017S006670    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar","0091U0091U","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",20,"No és causa del  vianant","Turisme","Dona","23","Passatger","Desconegut","Ferit lleu: Rebutja assistència sanitària",433736.42,4584876.58,"2.206029","41.410858"
"7237",7237,"2017S006671    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",249304,"Pere IV","0087 0087","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",20,"No és causa del  vianant","Taxi","Home","22","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",432719.94,4583510.68,"2.194014","41.39847"
"7238",7238,"2017S006671    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",249304,"Pere IV","0087 0087","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",20,"No és causa del  vianant","Turisme","Dona","26","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",432719.94,4583510.68,"2.194014","41.39847"
"7239",7239,"2017S006671    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",249304,"Pere IV","0087 0087","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",20,"No és causa del  vianant","Turisme","Home","28","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",432719.94,4583510.68,"2.194014","41.39847"
"7240",7240,"2017S006672    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020670000","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Tarda",21,"No és causa del  vianant","Motocicleta","Home","29","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",432792.39,4584691.03,"2.194756","41.409113"
"7241",7241,"2017S006674    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",123000,"Ferran Agulló","0003 0003","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Nit",23,"No és causa del  vianant","Motocicleta","Dona","18","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",428216.87,4583286.44,"2.140178","41.396063"
"7242",7242,"2017S006674    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",123000,"Ferran Agulló","0003 0003","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Nit",23,"No és causa del  vianant","Motocicleta","Home","19","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",428216.87,4583286.44,"2.140178","41.396063"
"7243",7243,"2017S006675    ",8,"Nou Barris",48,"la Guineueta",356905,"Verdum","0017B0017B","Dimarts","Dm","Laboral",2017,8,"Agost",1,"Nit",22,"No és causa del  vianant","Motocicleta","Home","46","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",430975.04,4587742.86,"2.17267","41.436438"
"7244",7244,"2017S006676    ",9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0091 0091","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Nit",0,"No és causa del  vianant","Motocicleta","Home","33","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",432379.81,4587043.21,"2.189552","41.430262"
"7245",7245,"2017S006677    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",339203,"Torras i Pujalt","0022 0022","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Nit",0,"No és causa del  vianant","Bicicleta","Home","37","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",427722.06,4583907.7,"2.134195","41.401612"
"7246",7246,"2017S006678    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,"Balmes","0299B0299B","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Nit",5,"No és causa del  vianant","Turisme","Home","24","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",428706.47,4583937.17,"2.145962","41.40197"
"7247",7247,"2017S006679    ",10,"Sant Martí",68,"el Poblenou",249304,"Pere IV","0241X0241X","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",9,"No és causa del  vianant","Tren o tramvia","Dona","56","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",433275.59,4584420.5,"2.200564","41.406713"
"7248",7248,"2017S006680    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0084 0084","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",9,"No és causa del  vianant","Motocicleta","Home","39","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430872.45,4583469.48,"2.171926","41.397944"
"7249",7249,"2017S006681    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda","0001 0001","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",10,"No és causa del  vianant","Motocicleta","Dona","17","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",434152.97,4583877.72,"2.211115","41.401894"
"7250",7250,"2017S006681    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda","0001 0001","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",10,"No és causa del  vianant","Motocicleta","Home","25","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",434152.97,4583877.72,"2.211115","41.401894"
"7251",7251,"2017S006682    ",10,"Sant Martí",65,"el Clot",1604,"Sèquia Comtal","0016 0016","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",8,"Desobeir el senyal del semàfor","Bicicleta","Home","39","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",432170.35,4584619.76,"2.187323","41.408412"
"7252",7252,"2017S006682    ",10,"Sant Martí",65,"el Clot",1604,"Sèquia Comtal","0016 0016","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",8,"Desobeir el senyal del semàfor","Bicicleta","Home","42","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",432170.35,4584619.76,"2.187323","41.408412"
"7253",7253,"2017S006683    ",3,"Sants-Montjuïc",15,"Hostafrancs",169409,"Corts Catalanes","0361 0371","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",12,"No és causa del  vianant","Motocicleta","Home","37","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",428832.19,4580872.8,"2.14783","41.374376"
"7254",7254,"2017S006684    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"Mallorca","0523 0525","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",11,"No és causa del  vianant","Motocicleta","Home","38","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",431753.98,4584672.03,"2.182328","41.408854"
"7255",7255,"2017S006685    ",1,"Ciutat Vella",1,"el Raval",67307,"Carme","0088X0088X","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",10,"No és causa del  vianant","Motocicleta","Home","46","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430452.1,4581517.47,"2.167126","41.380327"
"7256",7256,"2017S006686    ",9,"Sant Andreu",57,"la Trinitat Vella",34400,"Bàrcino","0080I0080I","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",12,"No és causa del  vianant","Turisme","Home","20","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",432784.19,4589440.45,"2.194132","41.451885"
"7257",7257,"2017S006687    ",3,"Sants-Montjuïc",11,"el Poble-sec",198702,"Francesc Ferrer i Guàrdia","0001 0005","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",13,"No és causa del  vianant","Bicicleta","Home","23","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",429090.57,4580529.18,"2.150955","41.371309"
"7258",7258,"2017S006688    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris","0192 0192","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",14,"No és causa del  vianant","Motocicleta","Desconegut","24","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",429978.88,4583406.91,"2.16124","41.397299"
"7259",7259,"2017S006689    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0509 0509","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","29","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",429644.21,4581668.5,"2.157446","41.381616"
"7260",7260,"2017S006690    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Villarroel","0155 0155","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",14,"No és causa del  vianant","Bicicleta","Home","66","Vianant","Desconegut","Ferit lleu: Hospitalització fins a 24h",429325.67,4582322.76,"2.153555","41.387479"
"7261",7261,"2017S006691    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)","000590000","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",14,"No és causa del  vianant","Turisme","Home","53","Vianant","Desconegut","Ferit lleu: Hospitalització fins a 24h",434814.7,4584391.21,"2.218978","41.406578"
"7262",7262,"2017S006692    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya","0063 0063","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",16,"No és causa del  vianant","Motocicleta","Dona","34","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430122.36,4582723.7,"2.163041","41.39116"
"7263",7263,"2017S006692    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya","0063 0063","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",16,"No és causa del  vianant","Motocicleta","Dona","35","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",430122.36,4582723.7,"2.163041","41.39116"
"7264",7264,"2017S006693    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0495 0495","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",15,"No és causa del  vianant","Motocicleta","Home","25","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",431658.5,4584202.52,"2.181245","41.404613"
"7265",7265,"2017S006694    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",44709,"Bonanova","0104 0106","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",14,"No és causa del  vianant","Motocicleta","Desconegut","21","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",426743.08,4583808.88,"2.122496","41.400631"
"7266",7266,"2017S006694    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",44709,"Bonanova","0104 0106","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",14,"No és causa del  vianant","Turisme","Dona","26","Conductor","Presentat","Ferit lleu: Rebutja assistència sanitària",426743.08,4583808.88,"2.122496","41.400631"
"7267",7267,"2017S006695    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova","0168 0168","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",15,"No és causa del  vianant","Bicicleta","Home","38","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",429201.38,4582691.89,"2.152029","41.390791"
"7268",7268,"2017S006696    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0045 0045","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",17,"No és causa del  vianant","Ciclomotor","Home","33","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",427163.4,4581781.49,"2.127764","41.382413"
"7269",7269,"2017S006696    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0045 0045","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",17,"No és causa del  vianant","Motocicleta","Home","54","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",427163.4,4581781.49,"2.127764","41.382413"
"7270",7270,"2017S006697    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar","0138 0138","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",16,"No és causa del  vianant","Bicicleta","Desconegut","14","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",433502.47,4585160.13,"2.203198","41.413396"
"7271",7271,"2017S006698    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",152508,"Guillem Tell","0026 0026","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",16,"No és causa del  vianant","Motocicleta","Dona","50","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",428925.21,4584000.55,"2.148575","41.402557"
"7272",7272,"2017S006698    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",152508,"Guillem Tell","0026 0026","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",16,"No és causa del  vianant","Motocicleta","Home","61","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",428925.21,4584000.55,"2.148575","41.402557"
"7273",7273,"2017S006699    ",6,"Gràcia",30,"la Salut",366002,"Mare de Déu de la Salut","0075B0075B","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",18,"No és causa del  vianant","Motocicleta","Home","48","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",429819.24,4585137.25,"2.159137","41.412876"
"7274",7274,"2017S006700    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",244209,"Joan XXIII","0017X0025X","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",16,"No és causa del  vianant","Motocicleta","Dona","40","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",426698.7,4581958.96,"2.122182","41.383965"
"7275",7275,"2017S006701    ",4,"Les Corts",19,"les Corts",320704,"Sarrià","0075 0075","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",18,"No és causa del  vianant","Turisme","Dona","31","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",428150.47,4582716.36,"2.139456","41.390923"
"7276",7276,"2017S006701    ",4,"Les Corts",19,"les Corts",320704,"Sarrià","0075 0075","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",18,"No és causa del  vianant","Turisme","Home","40","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",428150.47,4582716.36,"2.139456","41.390923"
"7277",7277,"2017S006703    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa","0162X0162X","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",17,"No és causa del  vianant","Motocicleta","Home","13","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",433794.86,4586245.7,"2.206573","41.423193"
"7278",7278,"2017S006703    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa","0162X0162X","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",17,"No és causa del  vianant","Motocicleta","Home","14","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433794.86,4586245.7,"2.206573","41.423193"
"7279",7279,"2017S006703    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa","0162X0162X","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",17,"No és causa del  vianant","Motocicleta","Home","25","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433794.86,4586245.7,"2.206573","41.423193"
"7280",7280,"2017S006704    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",162002,"Josep Tarradellas","0064 0064","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",19,"No és causa del  vianant","Turisme","Home","25","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",428436.24,4582129.71,"2.142946","41.385662"
"7281",7281,"2017S006705    ",4,"Les Corts",19,"les Corts",187207,"Madrid","0127 0133","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",21,"No és causa del  vianant","Motocicleta","Home","53","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",427420,4581561.31,"2.130864","41.380455"
"7282",7282,"2017S006706    ",1,"Ciutat Vella",3,"la Barceloneta",31900,"Balboa","0017 0017","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",21,"No és causa del  vianant","Bicicleta","Home","39","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",432251.96,4581719.65,"2.188616","41.3823"
