"","X.1","Exp","DistC","DistN","BarC","BarN","CalleC","CalleN","PC","DiaSN","DiaSn","DiaTipo","Ano","Mesn","MesN","Dia","Turno","Hora","Causa","Veh","Sexo","Edad","PersT","Sit","Vict","X","Y","Long","Lat"
"7283",7283,"2017S006707    ",3,"Sants-Montjuïc",11,"el Poble-sec",278200,"Reina Maria Cristina","0002 0016","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",21,"No és causa del  vianant","Motocicleta","Dona","27","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",429027.83,4580682.83,"2.150184","41.372682"
"7284",7284,"2017S006707    ",3,"Sants-Montjuïc",11,"el Poble-sec",278200,"Reina Maria Cristina","0002 0016","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",21,"No és causa del  vianant","Motocicleta","Home","27","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",429027.83,4580682.83,"2.150184","41.372682"
"7285",7285,"2017S006708    ",9,"Sant Andreu",59,"el Bon Pastor",264308,"Potosí","0022 0022","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",20,"No és causa del  vianant","Turisme","Dona","49","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",433571.44,4588459.98,"2.203661","41.443115"
"7286",7286,"2017S006709    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701629,"Isaac Newton","0040U0040U","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Tarda",19,"No és causa del  vianant","Turisme","Dona","22","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",427661.77,4585316.98,"2.133297","41.414296"
"7287",7287,"2017S006710    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina","0082 0088","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Nit",23,"No és causa del  vianant","Ciclomotor","Home","24","Conductor","Presentat","Ferit lleu: Rebutja assistència sanitària",432298.46,4582960.02,"2.18904","41.393481"
"7288",7288,"2017S006711    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701266,"Litoral (Llobregat)","001730000","Dijous","Dj","Laboral",2017,8,"Agost",3,"Nit",0,"No és causa del  vianant","Turisme","Dona","28","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",426928.12,4577234.8,"2.125502","41.341439"
"7289",7289,"2017S006711    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701266,"Litoral (Llobregat)","001730000","Dijous","Dj","Laboral",2017,8,"Agost",3,"Nit",0,"No és causa del  vianant","Turisme","Home","31","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",426928.12,4577234.8,"2.125502","41.341439"
"7290",7290,"2017S006712    ",3,"Sants-Montjuïc",18,"Sants",312400,"Sants","0180 0180","Dijous","Dj","Laboral",2017,8,"Agost",3,"Nit",2,"No és causa del  vianant","Motocicleta","Home","24","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",427550.71,4581017.65,"2.132484","41.375567"
"7291",7291,"2017S006713    ",2,"Eixample",6,"la Sagrada Família",89004,"Consell de Cent","0529 0529","Dijous","Dj","Laboral",2017,8,"Agost",3,"Nit",3,"No és causa del  vianant","Taxi","Home","34","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",431615.63,4583971.63,"2.180756","41.402529"
"7292",7292,"2017S006714    ",2,"Eixample",6,"la Sagrada Família",105304,"Dos de Maig","0233 0233","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",8,"Transitar a peu per la calçada","Furgoneta","Home","47","Vianant","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",431756.11,4584426.96,"2.182392","41.406639"
"7293",7293,"2017S006715    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",240208,"Pàdua","0071 0073","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",7,"No és causa del  vianant","Camió rígid <= 3,5 tones","Home","32","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",428665.56,4584317.39,"2.145427","41.405389"
"7294",7294,"2017S006715    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",240208,"Pàdua","0071 0073","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",7,"No és causa del  vianant","Camió rígid <= 3,5 tones","Home","39","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",428665.56,4584317.39,"2.145427","41.405389"
"7295",7295,"2017S006716    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",243206,"Pamplona","0076 0076","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",8,"No és causa del  vianant","Turisme","Home","20","Vianant","Desconegut","Ferit lleu: Hospitalització fins a 24h",432582.41,4583242.39,"2.192405","41.396045"
"7296",7296,"2017S006717    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0823","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",8,"No és causa del  vianant","Motocicleta","Home","26","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",432229.7,4584197.87,"2.188076","41.404617"
"7297",7297,"2017S006718    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell","0057 0057","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",9,"No és causa del  vianant","Furgoneta","Home","15","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",433877.91,4583594.71,"2.207856","41.399323"
"7298",7298,"2017S006718    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell","0057 0057","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",9,"No és causa del  vianant","Furgoneta","Home","18","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",433877.91,4583594.71,"2.207856","41.399323"
"7299",7299,"2017S006718    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell","0057 0057","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",9,"No és causa del  vianant","Furgoneta","Home","21","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433877.91,4583594.71,"2.207856","41.399323"
"7300",7300,"2017S006718    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell","0057 0057","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",9,"No és causa del  vianant","Turisme","Home","56","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433877.91,4583594.71,"2.207856","41.399323"
"7301",7301,"2017S006719    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca","0422 0422","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",9,"No és causa del  vianant","Motocicleta","Home","49","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",431209.14,4584100.32,"2.175885","41.403656"
"7302",7302,"2017S006720    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",29206,"Àvila","0092 0092","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",9,"No és causa del  vianant","Ciclomotor","Dona","33","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",432696.18,4583500.05,"2.19374","41.398378"
"7303",7303,"2017S006721    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner","0170 0170","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",10,"No és causa del  vianant","Motocicleta","Dona","56","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",429257.53,4582806.63,"2.152686","41.391832"
"7304",7304,"2017S006722    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Villarroel","0265 0265","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",9,"No és causa del  vianant","Ciclomotor","Dona","57","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",428749.01,4582911.65,"2.146597","41.392733"
"7305",7305,"2017S006723    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal","0626 0626","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",11,"No és causa del  vianant","Motocicleta","Dona","50","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",428148.73,4582820.71,"2.13942","41.39186"
"7306",7306,"2017S006724    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)","0023S0000","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",7,"No és causa del  vianant","Motocicleta","Desconegut","23","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433777.75,4583199.54,"2.206703","41.395757"
"7307",7307,"2017S006724    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)","0023S0000","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",7,"No és causa del  vianant","Motocicleta","Home","46","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433777.75,4583199.54,"2.206703","41.395757"
"7308",7308,"2017S006725    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",352507,"Vall d'Hebron","0138 0160","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",12,"No és causa del  vianant","Turisme","Home","0","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",428507.04,4586566.4,"2.143271","41.42563"
"7309",7309,"2017S006725    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",352507,"Vall d'Hebron","0138 0160","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",12,"No és causa del  vianant","Turisme","Home","29","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",428507.04,4586566.4,"2.143271","41.42563"
"7310",7310,"2017S006725    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",352507,"Vall d'Hebron","0138 0160","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",12,"No és causa del  vianant","Turisme","Home","46","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",428507.04,4586566.4,"2.143271","41.42563"
"7311",7311,"2017S006726    ",3,"Sants-Montjuïc",13,"la Marina de Port",369408,"Zona Franca","0222 0222","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",12,"No és causa del  vianant","Motocicleta","Home","60","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",427966.24,4579557.87,"2.137631","41.362455"
"7312",7312,"2017S006727    ",6,"Gràcia",31,"la Vila de Gràcia",341908,"Torrijos","0037 0037","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",13,"No és causa del  vianant","Motocicleta","Home","45","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",429738.6,4584135.74,"2.158284","41.403844"
"7313",7313,"2017S006728    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris","0104 0104","Dijous","Dj","Laboral",2017,8,"Agost",3,"Matí",13,"No és causa del  vianant","Ciclomotor","Dona","35","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430643.87,4582725.41,"2.169272","41.391223"
"7314",7314,"2017S006729    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Villarroel","0115 0115","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","26","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",429546.16,4582096.52,"2.156225","41.385463"
"7315",7315,"2017S006730    ",9,"Sant Andreu",59,"el Bon Pastor",116209,"Estadella","0031 0031","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","27","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433484.27,4587594.82,"2.202715","41.435317"
"7316",7316,"2017S006731    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0823","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",18,"No és causa del  vianant","Motocicleta","Home","53","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",432229.7,4584197.87,"2.188076","41.404617"
"7317",7317,"2017S006732    ",10,"Sant Martí",73,"la Verneda i la Pau",86200,"Concili de Trento","0317X0317X","Dimecres","Dc","Laboral",2017,8,"Agost",2,"Matí",11,"No és causa del  vianant","Motocicleta","Home","39","Conductor","Presentat","Ferit lleu: Rebutja assistència sanitària",434148.53,4586154.83,"2.210819","41.422402"
"7318",7318,"2017S006733    ",8,"Nou Barris",49,"Canyelles",120807,"Favència","0041 0045","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",16,"No és causa del  vianant","Turisme","Dona","29","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430456.4,4588349.49,"2.166388","41.44186"
"7319",7319,"2017S006734    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",358900,"Vico","0038 0038","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",17,"No és causa del  vianant","Motocicleta","Dona","25","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",427881.63,4583821.5,"2.136107","41.400851"
"7320",7320,"2017S006735    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",244300,"Pius XII","9999 9999","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",17,"No és causa del  vianant","Motocicleta","Home","60","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",426765.87,4582271.26,"2.122946","41.38679"
"7321",7321,"2017S006736    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",32700,"Balmes","0433 0433","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",19,"No és causa del  vianant","Motocicleta","Home","53","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",427998.86,4584705,"2.137402","41.408824"
"7322",7322,"2017S006737    ",9,"Sant Andreu",62,"el Congrés i els Indians",255704,"Pinar del Río","0039 0039","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",17,"No és causa del  vianant","Motocicleta","Home","26","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",431655.65,4586181.91,"2.180985","41.422437"
"7323",7323,"2017S006738    ",8,"Nou Barris",45,"Porta",100209,"Deià","0047 0047","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",16,"No és causa del  vianant","Turisme","Dona","56","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",431033.57,4587526.84,"2.173389","41.434498"
"7324",7324,"2017S006739    ",2,"Eixample",6,"la Sagrada Família",289105,"Rosselló","0501 0501","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",20,"No és causa del  vianant","Turisme","Dona","29","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",431297.99,4584597.99,"2.176881","41.40814"
"7325",7325,"2017S006740    ",3,"Sants-Montjuïc",13,"la Marina de Port",273502,"Radi","0010 0010","Dijous","Dj","Laboral",2017,8,"Agost",3,"Nit",22,"No és causa del  vianant","Autobús","Dona","56","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",427701.87,4579636.24,"2.134454","41.363143"
"7326",7326,"2017S006740    ",3,"Sants-Montjuïc",13,"la Marina de Port",273502,"Radi","0010 0010","Dijous","Dj","Laboral",2017,8,"Agost",3,"Nit",22,"No és causa del  vianant","Autobús","Dona","60","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",427701.87,4579636.24,"2.134454","41.363143"
"7327",7327,"2017S006741    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0270 0272","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",21,"No és causa del  vianant","Motocicleta","Home","19","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",429852.61,4582964.49,"2.159784","41.393307"
"7328",7328,"2017S006742    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0823","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",21,"No és causa del  vianant","Ciclomotor","Dona","25","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",432229.7,4584197.87,"2.188076","41.404617"
"7329",7329,"2017S006743    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0608 0608","Dijous","Dj","Laboral",2017,8,"Agost",3,"Nit",22,"No és causa del  vianant","Taxi","Dona","38","Vianant","Desconegut","Ferit lleu: Hospitalització fins a 24h",430355.38,4582291.62,"2.165877","41.387289"
"7330",7330,"2017S006743    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0608 0608","Dijous","Dj","Laboral",2017,8,"Agost",3,"Nit",22,"No és causa del  vianant","Taxi","Dona","39","Vianant","Desconegut","Ferit lleu: Hospitalització fins a 24h",430355.38,4582291.62,"2.165877","41.387289"
"7331",7331,"2017S006744    ",2,"Eixample",6,"la Sagrada Família",178308,"Lepant","0231 0231","Dijous","Dj","Laboral",2017,8,"Agost",3,"Tarda",21,"No és causa del  vianant","Bicicleta","Home","29","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",431431.03,4583998.08,"2.178552","41.402756"
"7332",7332,"2017S006745    ",9,"Sant Andreu",62,"el Congrés i els Indians",194406,"Maragall","0172 0172","Dijous","Dj","Laboral",2017,8,"Agost",3,"Nit",22,"No és causa del  vianant","Motocicleta","Home","34","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",431301.3,4586467.54,"2.176716","41.424983"
"7333",7333,"2017S006746    ",10,"Sant Martí",65,"el Clot",89004,"Consell de Cent","0606B0606B","Divendres","Dv","Laboral",2017,8,"Agost",4,"Nit",0,"No és causa del  vianant","Ciclomotor","Dona","40","Passatger","Desconegut","Ferit greu: hospitalització superior a 24h",432023.59,4584333.67,"2.185596","41.405824"
"7334",7334,"2017S006746    ",10,"Sant Martí",65,"el Clot",89004,"Consell de Cent","0606B0606B","Divendres","Dv","Laboral",2017,8,"Agost",4,"Nit",0,"No és causa del  vianant","Ciclomotor","Home","26","Conductor","Presentat","Ferit lleu: Rebutja assistència sanitària",432023.59,4584333.67,"2.185596","41.405824"
"7335",7335,"2017S006746    ",10,"Sant Martí",65,"el Clot",89004,"Consell de Cent","0606B0606B","Divendres","Dv","Laboral",2017,8,"Agost",4,"Nit",0,"No és causa del  vianant","Ciclomotor","Home","36","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",432023.59,4584333.67,"2.185596","41.405824"
"7336",7336,"2017S006747    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel","0063 0063","Divendres","Dv","Laboral",2017,8,"Agost",4,"Nit",1,"No és causa del  vianant","Turisme","Dona","49","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430633.9,4580899.26,"2.169361","41.374776"
"7337",7337,"2017S006747    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel","0063 0063","Divendres","Dv","Laboral",2017,8,"Agost",4,"Nit",1,"No és causa del  vianant","Turisme","Home","20","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",430633.9,4580899.26,"2.169361","41.374776"
"7338",7338,"2017S006748    ",10,"Sant Martí",72,"Sant Martí de Provençals",342503,"Treball","0197 0197","Divendres","Dv","Laboral",2017,8,"Agost",4,"Nit",5,"No és causa del  vianant","Ciclomotor","Home","47","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433345.89,4585479.23,"2.201285","41.416257"
"7339",7339,"2017S006750    ",2,"Eixample",7,"la Dreta de l'Eixample",349309,"Universitat","0010 0010","Divendres","Dv","Laboral",2017,8,"Agost",4,"Matí",11,"No és causa del  vianant","Motocicleta","Dona","48","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430425.65,4582207.63,"2.166724","41.386539"
"7340",7340,"2017S006751    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","9998 9998","Divendres","Dv","Laboral",2017,8,"Agost",4,"Matí",11,"No és causa del  vianant","Furgoneta","Home","30","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",430448.19,4582424.87,"2.166974","41.388495"
